,ID,iso,iso3,country,name,population,fr_urban,excreted_urban,excreted_rural
28,28,AFG.28_1,AFG,Afghanistan,Parwan,7668157,0.888460745,2.49E+19,3.12E+18
29,29,AFG.29_1,AFG,Afghanistan,Samangan,7054628,0.84436772,2.17E+19,4.01E+18
30,30,AFG.30_1,AFG,Afghanistan,Sari Pul,4618880,0.144875224,2.44E+18,1.44E+19
31,31,AFG.31_1,AFG,Afghanistan,Takhar,1485905,0.206881929,1.12E+18,4.30E+18
32,32,AFG.32_1,AFG,Afghanistan,Uruzgan,2919136,0.412100249,4.39E+18,6.26E+18
33,33,AFG.33_1,AFG,Afghanistan,Wardak,6897844,0.929285815,2.34E+19,1.78E+18
34,34,AFG.34_1,AFG,Afghanistan,Zabul,948486,0.304682366,1.05E+18,2.41E+18
35,35,AGO.1_1,AGO,Angola,Bengo,3084049,0.708201946,7.97E+18,3.28E+18
36,36,AGO.2_1,AGO,Angola,Benguela,8012296,0.764879534,2.24E+19,6.88E+18
37,37,AGO.3_1,AGO,Angola,Bié,6768369,0.333594649,8.24E+18,1.65E+19
38,38,AGO.4_1,AGO,Angola,Cabinda,4525009,0.69783168,1.15E+19,4.99E+18
39,39,AGO.5_1,AGO,Angola,Cuando Cubango,8649821,0.045690598,1.44E+18,3.01E+19
40,40,AGO.6_1,AGO,Angola,Cuanza Norte,4808848,0.506914524,8.90E+18,8.65E+18
41,41,AGO.7_1,AGO,Angola,Cuanza Sul,771165,0.788940098,2.22E+18,5.94E+17
42,42,AGO.8_1,AGO,Angola,Cunene,8875894,0.19759308,6.40E+18,2.60E+19
43,43,AGO.9_1,AGO,Angola,Huambo,7041496,0.745309859,1.92E+19,6.55E+18
44,44,AGO.10_1,AGO,Angola,Huíla,2110599,0.781289238,6.02E+18,1.68E+18
45,45,AGO.11_1,AGO,Angola,Luanda,3856964,0.099864671,1.41E+18,1.27E+19
46,46,AGO.12_1,AGO,Angola,Lunda Norte,6852173,0.03100575,7.75E+17,2.42E+19
47,47,AGO.13_1,AGO,Angola,Lunda Sul,5181122,0.68643769,1.30E+19,5.93E+18
48,48,AGO.14_1,AGO,Angola,Malanje,6616553,0.80317294,1.94E+19,4.75E+18
49,49,AGO.15_1,AGO,Angola,Moxico,9424447,0.000723571,2.49E+16,3.44E+19
50,50,AGO.16_1,AGO,Angola,Namibe,2551282,0.34007549,3.17E+18,6.15E+18
51,51,AGO.17_1,AGO,Angola,Uíge,753788,0.037542883,1.03E+17,2.65E+18
52,52,AGO.18_1,AGO,Angola,Zaire,4222624,0.739240614,1.14E+19,4.02E+18
53,53,ALA.1_1,ALA,Åland,Brändö,8138868,0.450970147,1.34E+19,1.63E+19
54,54,ALA.2_1,ALA,Åland,Eckerö,9431089,0.76817614,2.64E+19,7.98E+18
55,55,ALA.3_1,ALA,Åland,Finström,8976944,0.162094161,5.31E+18,2.75E+19
56,56,ALA.4_1,ALA,Åland,Föglö,4125319,0.841283998,1.27E+19,2.39E+18
57,57,ALA.5_1,ALA,Åland,Geta,8838386,0.273761798,8.83E+18,2.34E+19
58,58,ALA.6_1,ALA,Åland,Hammarland,6502829,0.56343003,1.34E+19,1.04E+19
59,59,ALA.7_1,ALA,Åland,Jomala,1753016,0.960673156,6.15E+18,2.52E+17
60,60,ALA.8_1,ALA,Åland,Kökar,2788651,0.305653193,3.11E+18,7.07E+18
61,61,ALA.9_1,ALA,Åland,Kumlinge,5425771,0.889614887,1.76E+19,2.19E+18
62,62,ALA.10_1,ALA,Åland,Lemland,3528083,0.556878343,7.17E+18,5.71E+18
63,63,ALA.11_1,ALA,Åland,Lumparland,9903903,0.725118744,2.62E+19,9.94E+18
64,64,ALA.12_1,ALA,Åland,Mariehamn,2473275,0.737098635,6.65E+18,2.37E+18
65,65,ALA.13_1,ALA,Åland,Saltvik,9359347,0.544829383,1.86E+19,1.55E+19
66,66,ALA.14_1,ALA,Åland,Sottunga,2492213,0.074280029,6.76E+17,8.42E+18
67,67,ALA.15_1,ALA,Åland,Sund,4519658,0.096786915,1.60E+18,1.49E+19
68,68,ALA.16_1,ALA,Åland,Vårdö,1215337,0.842201859,3.74E+18,7.00E+17
69,69,ALB.1_1,ALB,Albania,Berat,2880547,0.49792785,5.24E+18,5.28E+18
70,70,ALB.2_1,ALB,Albania,Dibër,4901810,0.516904862,9.25E+18,8.64E+18
71,71,ALB.3_1,ALB,Albania,Durrës,1679497,0.518054661,3.18E+18,2.95E+18
72,72,ALB.4_1,ALB,Albania,Elbasan,3890014,0.197156697,2.80E+18,1.14E+19
73,73,ALB.5_1,ALB,Albania,Fier,7008509,0.407145292,1.04E+19,1.52E+19
74,74,ALB.6_1,ALB,Albania,Gjirokastër,7915291,0.631044744,1.82E+19,1.07E+19
75,75,ALB.7_1,ALB,Albania,Korçë,3386527,0.103744728,1.28E+18,1.11E+19
76,76,ALB.8_1,ALB,Albania,Kukës,7460912,0.014765586,4.02E+17,2.68E+19
77,77,ALB.9_1,ALB,Albania,Lezhë,4365093,0.700219592,1.12E+19,4.78E+18
78,78,ALB.10_1,ALB,Albania,Shkodër,4025822,0.074108666,1.09E+18,1.36E+19
79,79,ALB.11_1,ALB,Albania,Tiranë,8655814,0.109423197,3.46E+18,2.81E+19
80,80,ALB.12_1,ALB,Albania,Vlorë,2751388,0.009230161,9.27E+16,9.95E+18
81,81,AND.1_1,AND,Andorra,Andorra la Vella,8992095,0.80759982,2.65E+19,6.31E+18
82,82,AND.2_1,AND,Andorra,Canillo,163099,0.405384444,2.41E+17,3.54E+17
83,83,AND.3_1,AND,Andorra,Encamp,2296499,0.427077995,3.58E+18,4.80E+18
84,84,AND.4_1,AND,Andorra,Escaldes-Engordany,6945988,0.37965915,9.63E+18,1.57E+19
85,85,AND.5_1,AND,Andorra,La Massana,8276797,0.451819933,1.36E+19,1.66E+19
86,86,AND.6_1,AND,Andorra,Ordino,2134858,0.999262736,7.79E+18,5.74E+15
87,87,AND.7_1,AND,Andorra,Sant Julià de Lòria,1439228,0.804090186,4.22E+18,1.03E+18
88,88,ARE.1_1,ARE,United Arab Emirates,Abu Dhabi,305671,0.081441566,9.09E+16,1.02E+18
89,89,ARE.2_1,ARE,United Arab Emirates,Ajman,2001698,0.196183601,1.43E+18,5.87E+18
90,90,ARE.3_1,ARE,United Arab Emirates,Dubai,1893499,0.035315752,2.44E+17,6.67E+18
91,91,ARE.4_1,ARE,United Arab Emirates,Fujairah,2182595,0.869251886,6.92E+18,1.04E+18
92,92,ARE.5_1,ARE,United Arab Emirates,Ras Al-Khaimah,5334489,0.94517525,1.84E+19,1.07E+18
93,93,ARE.6_1,ARE,United Arab Emirates,Sharjah,3753096,0.267183339,3.66E+18,1.00E+19
94,94,ARE.7_1,ARE,United Arab Emirates,Umm al-Qaywayn,6795261,0.269908847,6.69E+18,1.81E+19
95,95,ARG.1_1,ARG,Argentina,Buenos Aires,517351,0.421730729,7.96E+17,1.09E+18
96,96,ARG.2_1,ARG,Argentina,Catamarca,1885290,0.490652852,3.38E+18,3.50E+18
97,97,ARG.3_1,ARG,Argentina,Chaco,6086523,0.519527593,1.15E+19,1.07E+19
98,98,ARG.4_1,ARG,Argentina,Chubut,708601,0.720599082,1.86E+18,7.23E+17
99,99,ARG.5_1,ARG,Argentina,Ciudad de Buenos Aires,6215025,0.069672943,1.58E+18,2.11E+19
100,100,ARG.6_1,ARG,Argentina,Córdoba,6505670,0.750152774,1.78E+19,5.93E+18
101,101,ARG.7_1,ARG,Argentina,Corrientes,8988003,0.584287819,1.92E+19,1.36E+19
102,102,ARG.8_1,ARG,Argentina,Entre Ríos,555771,0.61695561,1.25E+18,7.77E+17
103,103,ARG.9_1,ARG,Argentina,Formosa,769962,0.356226652,1.00E+18,1.81E+18
104,104,ARG.10_1,ARG,Argentina,Jujuy,7773098,0.244114905,6.93E+18,2.14E+19
105,105,ARG.11_1,ARG,Argentina,La Pampa,7786122,0.485229827,1.38E+19,1.46E+19
106,106,ARG.12_1,ARG,Argentina,La Rioja,2093442,0.135767644,1.04E+18,6.60E+18
107,107,ARG.13_1,ARG,Argentina,Mendoza,5666283,0.025921836,5.36E+17,2.01E+19
108,108,ARG.14_1,ARG,Argentina,Misiones,3497730,0.208029819,2.66E+18,1.01E+19
109,109,ARG.15_1,ARG,Argentina,Neuquén,3208422,0.026680864,3.12E+17,1.14E+19
110,110,ARG.16_1,ARG,Argentina,Río Negro,1944077,0.024537406,1.74E+17,6.92E+18
111,111,ARG.17_1,ARG,Argentina,Salta,4276042,0.646977336,1.01E+19,5.51E+18
112,112,ARG.18_1,ARG,Argentina,San Juan,410015,0.485345138,7.26E+17,7.70E+17
113,113,ARG.19_1,ARG,Argentina,San Luis,2406466,0.505207492,4.44E+18,4.35E+18
114,114,ARG.20_1,ARG,Argentina,Santa Cruz,8815396,0.474290708,1.53E+19,1.69E+19
115,115,ARG.21_1,ARG,Argentina,Santa Fe,5983201,0.683250634,1.49E+19,6.92E+18
116,116,ARG.22_1,ARG,Argentina,Santiago del Estero,8630879,0.011764108,3.71E+17,3.11E+19
117,117,ARG.23_1,ARG,Argentina,Tierra del Fuego,5826011,0.904614811,1.92E+19,2.03E+18
118,118,ARG.24_1,ARG,Argentina,Tucumán,2584347,0.506876134,4.78E+18,4.65E+18
119,119,ARM.1_1,ARM,Armenia,Aragatsotn,1868717,0.959456473,6.54E+18,2.77E+17
120,120,ARM.2_1,ARM,Armenia,Ararat,5989187,0.093091834,2.04E+18,1.98E+19
121,121,ARM.3_1,ARM,Armenia,Armavir,1061649,0.822267886,3.19E+18,6.89E+17
122,122,ARM.4_1,ARM,Armenia,Erevan,8542746,0.217774381,6.79E+18,2.44E+19
123,123,ARM.5_1,ARM,Armenia,Gegharkunik,3677967,0.144014065,1.93E+18,1.15E+19
124,124,ARM.6_1,ARM,Armenia,Kotayk,3089393,0.237907343,2.68E+18,8.59E+18
125,125,ARM.7_1,ARM,Armenia,Lori,4605782,0.200291607,3.37E+18,1.34E+19
126,126,ARM.8_1,ARM,Armenia,Shirak,2836572,0.709915069,7.35E+18,3.00E+18
127,127,ARM.9_1,ARM,Armenia,Syunik,5355288,0.402404926,7.87E+18,1.17E+19
128,128,ARM.10_1,ARM,Armenia,Tavush,7381199,0.397025542,1.07E+19,1.62E+19
129,129,ARM.11_1,ARM,Armenia,Vayots Dzor,7229779,0.07264117,1.92E+18,2.45E+19
130,130,ASM.1_1,ASM,American Samoa,Eastern,5437952,0.374857661,7.44E+18,1.24E+19
131,131,ASM.2_1,ASM,American Samoa,Manu'a,8966835,0.490843,1.61E+19,1.67E+19
132,132,ASM.3_1,ASM,American Samoa,Unorganized,537954,0.729174333,1.43E+18,5.32E+17
133,133,ASM.4_1,ASM,American Samoa,Western,215420,0.454939554,3.58E+17,4.29E+17
134,134,ATF.1_1,ATF,French Southern Territories,Îles Crozet,5660926,0.725529183,1.50E+19,5.67E+18
135,135,ATF.2_1,ATF,French Southern Territories,Îles Éparses,3239736,0.829223027,9.81E+18,2.02E+18
136,136,ATF.3_1,ATF,French Southern Territories,Îles Saint Paul et Amsterdam,7016172,0.195546969,5.01E+18,2.06E+19
137,137,ATF.4_1,ATF,French Southern Territories,Kerguelen,7405787,0.10890212,2.94E+18,2.41E+19
138,138,ATG.1_1,ATG,Antigua and Barbuda,Barbuda,6938151,0.706750436,1.79E+19,7.43E+18
139,139,ATG.2_1,ATG,Antigua and Barbuda,Redonda,1092573,0.531221499,2.12E+18,1.87E+18
140,140,ATG.3_1,ATG,Antigua and Barbuda,Saint George,1886967,0.967984854,6.67E+18,2.21E+17
141,141,ATG.4_1,ATG,Antigua and Barbuda,Saint John,2318373,0.08102308,6.86E+17,7.78E+18
142,142,ATG.5_1,ATG,Antigua and Barbuda,Saint Mary,9694027,0.100613074,3.56E+18,3.18E+19
143,143,ATG.6_1,ATG,Antigua and Barbuda,Saint Paul,4519897,0.192965972,3.18E+18,1.33E+19
144,144,ATG.7_1,ATG,Antigua and Barbuda,Saint Peter,1877866,0.457821381,3.14E+18,3.72E+18
145,145,ATG.8_1,ATG,Antigua and Barbuda,Saint Philip,9911345,0.406856944,1.47E+19,2.15E+19
146,146,AUS.1_1,AUS,Australia,Ashmore and Cartier Islands,4333171,0.29091932,4.60E+18,1.12E+19
147,147,AUS.2_1,AUS,Australia,Australian Capital Territory,7104033,0.516402586,1.34E+19,1.25E+19
148,148,AUS.3_1,AUS,Australia,Coral Sea Islands Territory,6026414,0.240723827,5.30E+18,1.67E+19
149,149,AUS.4_1,AUS,Australia,Jervis Bay Territory,6123212,0.020810927,4.65E+17,2.19E+19
150,150,AUS.5_1,AUS,Australia,New South Wales,1528542,0.518922802,2.90E+18,2.68E+18
151,151,AUS.6_1,AUS,Australia,Northern Territory,8135954,0.674998304,2.00E+19,9.65E+18
152,152,AUS.7_1,AUS,Australia,Queensland,6966247,0.470526914,1.20E+19,1.35E+19
153,153,AUS.8_1,AUS,Australia,South Australia,8717388,0.903191723,2.87E+19,3.08E+18
154,154,AUS.9_1,AUS,Australia,Tasmania,9391055,0.596857539,2.05E+19,1.38E+19
155,155,AUS.10_1,AUS,Australia,Victoria,954319,0.267992788,9.33E+17,2.55E+18
156,156,AUS.11_1,AUS,Australia,Western Australia,8177769,0.628560514,1.88E+19,1.11E+19
157,157,AUT.1_1,AUT,Austria,Burgenland,7025589,0.400541933,1.03E+19,1.54E+19
158,158,AUT.2_1,AUT,Austria,Kärnten,8277048,0.787037652,2.38E+19,6.43E+18
159,159,AUT.3_1,AUT,Austria,Niederösterreich,3522191,0.848906676,1.09E+19,1.94E+18
160,160,AUT.4_1,AUT,Austria,Oberösterreich,1989548,0.657989359,4.78E+18,2.48E+18
161,161,AUT.5_1,AUT,Austria,Salzburg,3537847,0.687329893,8.88E+18,4.04E+18
162,162,AUT.6_1,AUT,Austria,Steiermark,7141559,0.317763663,8.28E+18,1.78E+19
163,163,AUT.7_1,AUT,Austria,Tirol,1621066,0.983102337,5.82E+18,1.00E+17
164,164,AUT.8_1,AUT,Austria,Vorarlberg,9168205,0.799247231,2.67E+19,6.72E+18
165,165,AUT.9_1,AUT,Austria,Wien,8557890,0.798060189,2.49E+19,6.31E+18
166,166,AZE.1_1,AZE,Azerbaijan,Absheron,2434444,0.604791169,5.37E+18,3.51E+18
167,167,AZE.2_1,AZE,Azerbaijan,Aran,5723132,0.158491094,3.31E+18,1.76E+19
168,168,AZE.3_1,AZE,Azerbaijan,Daglig-Shirvan,4212776,0.412176741,6.34E+18,9.04E+18
169,169,AZE.4_1,AZE,Azerbaijan,Ganja-Qazakh,1540952,0.413698668,2.33E+18,3.30E+18
170,170,AZE.5_1,AZE,Azerbaijan,Kalbajar-Lachin,5762305,0.490976373,1.03E+19,1.07E+19
171,171,AZE.6_1,AZE,Azerbaijan,Lankaran,8198943,0.103183914,3.09E+18,2.68E+19
172,172,AZE.7_1,AZE,Azerbaijan,Nakhchivan,5724508,0.751570724,1.57E+19,5.19E+18
173,173,AZE.8_1,AZE,Azerbaijan,Quba-Khachmaz,6953600,0.822226331,2.09E+19,4.51E+18
174,174,AZE.9_1,AZE,Azerbaijan,Shaki-Zaqatala,521808,0.196153655,3.74E+17,1.53E+18
175,175,AZE.10_1,AZE,Azerbaijan,Yukhari-Karabakh,787134,0.069042896,1.98E+17,2.67E+18
176,176,BDI.1_1,BDI,Burundi,Bubanza,1238392,0.325858624,1.47E+18,3.05E+18
177,177,BDI.2_1,BDI,Burundi,Bujumbura Mairie,1719843,0.741724047,4.66E+18,1.62E+18
178,178,BDI.3_1,BDI,Burundi,Bujumbura Rural,2747773,0.988702426,9.92E+18,1.13E+17
179,179,BDI.4_1,BDI,Burundi,Bururi,1284111,0.02094332,9.82E+16,4.59E+18
180,180,BDI.5_1,BDI,Burundi,Cankuzo,3711192,0.164666622,2.23E+18,1.13E+19
181,181,BDI.6_1,BDI,Burundi,Cibitoke,7492859,0.067253338,1.84E+18,2.55E+19
182,182,BDI.7_1,BDI,Burundi,Gitega,5512869,0.952948155,1.92E+19,9.47E+17
183,183,BDI.8_1,BDI,Burundi,Karuzi,2732236,0.614056718,6.12E+18,3.85E+18
184,184,BDI.9_1,BDI,Burundi,Kayanza,1582277,0.718855692,4.15E+18,1.62E+18
185,185,BDI.10_1,BDI,Burundi,Kirundo,5187687,0.720095393,1.36E+19,5.30E+18
186,186,BDI.11_1,BDI,Burundi,Makamba,1746787,0.121851567,7.77E+17,5.60E+18
187,187,BDI.12_1,BDI,Burundi,Muramvya,6346795,0.497762909,1.15E+19,1.16E+19
188,188,BDI.13_1,BDI,Burundi,Muyinga,1632103,0.978501336,5.83E+18,1.28E+17
189,189,BDI.14_1,BDI,Burundi,Mwaro,8072290,0.336869782,9.93E+18,1.95E+19
190,190,BDI.15_1,BDI,Burundi,Ngozi,3604173,0.650344506,8.56E+18,4.60E+18
191,191,BDI.16_1,BDI,Burundi,Rutana,9946813,0.865339228,3.14E+19,4.89E+18
192,192,BDI.17_1,BDI,Burundi,Ruyigi,6570665,0.667991198,1.60E+19,7.96E+18
193,193,BEL.1_1,BEL,Belgium,Bruxelles,5128732,0.423053048,7.92E+18,1.08E+19
194,194,BEL.2_1,BEL,Belgium,Vlaanderen,9441266,0.221403074,7.63E+18,2.68E+19
195,195,BEL.3_1,BEL,Belgium,Wallonie,8189195,0.400895043,1.20E+19,1.79E+19
196,196,BEN.1_1,BEN,Benin,Alibori,9579354,0.77321208,2.70E+19,7.93E+18
197,197,BEN.2_1,BEN,Benin,Atakora,4859767,0.393761636,6.98E+18,1.08E+19
198,198,BEN.3_1,BEN,Benin,Atlantique,6272708,0.916357256,2.10E+19,1.92E+18
199,199,BEN.4_1,BEN,Benin,Borgou,4312132,0.323775466,5.10E+18,1.06E+19
200,200,BEN.5_1,BEN,Benin,Collines,8853494,0.322765355,1.04E+19,2.19E+19
201,201,BEN.6_1,BEN,Benin,Donga,1466450,0.070491131,3.77E+17,4.98E+18
202,202,BEN.7_1,BEN,Benin,Kouffo,7946695,0.20524413,5.95E+18,2.31E+19
203,203,BEN.8_1,BEN,Benin,Littoral,9711756,0.169728413,6.02E+18,2.94E+19
204,204,BEN.9_1,BEN,Benin,Mono,1935136,0.9036022,6.38E+18,6.81E+17
205,205,BEN.10_1,BEN,Benin,Ouémé,6800692,0.233404826,5.79E+18,1.90E+19
206,206,BEN.11_1,BEN,Benin,Plateau,7414460,0.981603154,2.66E+19,4.98E+17
207,207,BEN.12_1,BEN,Benin,Zou,4860086,0.339309832,6.02E+18,1.17E+19
208,208,BES.1_1,BES,"Bonaire, Sint Eustatius and Saba",Bonaire,1334644,0.887354297,4.32E+18,5.49E+17
209,209,BES.2_1,BES,"Bonaire, Sint Eustatius and Saba",Saba,4909882,0.789286643,1.41E+19,3.78E+18
210,210,BES.3_1,BES,"Bonaire, Sint Eustatius and Saba",Sint Eustatius,927153,0.149650345,5.06E+17,2.88E+18
211,211,BFA.1_1,BFA,Burkina Faso,Boucle du Mouhoun,2178089,0.509134881,4.05E+18,3.90E+18
212,212,BFA.2_1,BFA,Burkina Faso,Cascades,3273860,0.353864242,4.23E+18,7.72E+18
213,213,BFA.7_1,BFA,Burkina Faso,Centre,6841456,0.013504713,3.37E+17,2.46E+19
214,214,BFA.3_1,BFA,Burkina Faso,Centre-Est,9022013,0.932496954,3.07E+19,2.22E+18
215,215,BFA.4_1,BFA,Burkina Faso,Centre-Nord,5028216,0.72156941,1.32E+19,5.11E+18
216,216,BFA.5_1,BFA,Burkina Faso,Centre-Ouest,3120788,0.225090255,2.56E+18,8.83E+18
217,217,BFA.6_1,BFA,Burkina Faso,Centre-Sud,684684,0.911690399,2.28E+18,2.21E+17
218,218,BFA.8_1,BFA,Burkina Faso,Est,8470189,0.605203351,1.87E+19,1.22E+19
219,219,BFA.9_1,BFA,Burkina Faso,Haut-Bassins,7776227,0.964853588,2.74E+19,9.98E+17
220,220,BFA.10_1,BFA,Burkina Faso,Nord,9986070,0.38791812,1.41E+19,2.23E+19
221,221,BFA.11_1,BFA,Burkina Faso,Plateau-Central,7927926,0.707292977,2.05E+19,8.47E+18
222,222,BFA.12_1,BFA,Burkina Faso,Sahel,447171,0.639057309,1.04E+18,5.89E+17
223,223,BFA.13_1,BFA,Burkina Faso,Sud-Ouest,6585381,0.291537025,7.01E+18,1.70E+19
224,224,BGD.1_1,BGD,Bangladesh,Barisal,6206020,0.500453864,1.13E+19,1.13E+19
225,225,BGD.2_1,BGD,Bangladesh,Chittagong,5644777,0.335430652,6.91E+18,1.37E+19
226,226,BGD.3_1,BGD,Bangladesh,Dhaka,1785341,0.021701403,1.41E+17,6.38E+18
227,227,BGD.4_1,BGD,Bangladesh,Khulna,7804822,0.795033053,2.26E+19,5.84E+18
228,228,BGD.5_1,BGD,Bangladesh,Rajshahi,2773274,0.299672091,3.03E+18,7.09E+18
229,229,BGD.6_1,BGD,Bangladesh,Rangpur,3776684,0.732838396,1.01E+19,3.68E+18
230,230,BGD.7_1,BGD,Bangladesh,Sylhet,6965571,0.260053218,6.61E+18,1.88E+19
231,231,BGR.1_1,BGR,Bulgaria,Blagoevgrad,9799895,0.172915699,6.19E+18,2.96E+19
232,232,BGR.2_1,BGR,Bulgaria,Burgas,9511572,0.455395934,1.58E+19,1.89E+19
233,233,BGR.3_1,BGR,Bulgaria,Dobrich,9838046,0.29226088,1.05E+19,2.54E+19
234,234,BGR.4_1,BGR,Bulgaria,Gabrovo,5273186,0.831904946,1.60E+19,3.24E+18
235,235,BGR.5_1,BGR,Bulgaria,Grad Sofiya,1712452,0.889008201,5.56E+18,6.94E+17
236,236,BGR.6_1,BGR,Bulgaria,Haskovo,9338892,0.893254561,3.04E+19,3.64E+18
237,237,BGR.7_1,BGR,Bulgaria,Kardzhali,6990779,0.211022795,5.38E+18,2.01E+19
238,238,BGR.8_1,BGR,Bulgaria,Kyustendil,1855769,0.958433039,6.49E+18,2.82E+17
239,239,BGR.9_1,BGR,Bulgaria,Lovech,876683,0.292546653,9.36E+17,2.26E+18
240,240,BGR.10_1,BGR,Bulgaria,Montana,7241577,0.529207091,1.40E+19,1.24E+19
241,241,BGR.11_1,BGR,Bulgaria,Pazardzhik,358921,0.801833317,1.05E+18,2.60E+17
242,242,BGR.12_1,BGR,Bulgaria,Pernik,5532739,0.448162552,9.05E+18,1.11E+19
243,243,BGR.13_1,BGR,Bulgaria,Pleven,6641115,0.047005464,1.14E+18,2.31E+19
244,244,BGR.14_1,BGR,Bulgaria,Plovdiv,8384048,0.617845223,1.89E+19,1.17E+19
245,245,BGR.15_1,BGR,Bulgaria,Razgrad,8713420,0.321526976,1.02E+19,2.16E+19
246,246,BGR.16_1,BGR,Bulgaria,Ruse,5145486,0.546689609,1.03E+19,8.51E+18
247,247,BGR.17_1,BGR,Bulgaria,Shumen,5360646,0.073858986,1.45E+18,1.81E+19
248,248,BGR.18_1,BGR,Bulgaria,Silistra,9300531,0.444151608,1.51E+19,1.89E+19
249,249,BGR.19_1,BGR,Bulgaria,Sliven,6101471,0.994115429,2.21E+19,1.31E+17
250,250,BGR.20_1,BGR,Bulgaria,Smolyan,7745965,0.763969389,2.16E+19,6.67E+18
251,251,BGR.21_1,BGR,Bulgaria,Sofia,4582755,0.803285632,1.34E+19,3.29E+18
252,252,BGR.22_1,BGR,Bulgaria,Stara Zagora,4912065,0.485691622,8.71E+18,9.22E+18
253,253,BGR.23_1,BGR,Bulgaria,Targovishte,1703500,0.70835494,4.40E+18,1.81E+18
254,254,BGR.24_1,BGR,Bulgaria,Varna,3216756,0.355742691,4.18E+18,7.56E+18
255,255,BGR.25_1,BGR,Bulgaria,Veliko Tarnovo,7019247,0.747718492,1.92E+19,6.46E+18
256,256,BGR.26_1,BGR,Bulgaria,Vidin,4965500,0.139793891,2.53E+18,1.56E+19
257,257,BGR.27_1,BGR,Bulgaria,Vratsa,128219,0.985683684,4.61E+17,6.70E+15
258,258,BGR.28_1,BGR,Bulgaria,Yambol,5592423,0.385827674,7.88E+18,1.25E+19
259,259,BHR.1_1,BHR,Bahrain,Capital,8292659,0.073942008,2.24E+18,2.80E+19
260,260,BHR.2_1,BHR,Bahrain,Central,7304717,0.044418524,1.18E+18,2.55E+19
261,261,BHR.3_1,BHR,Bahrain,Muharraq,3235215,0.778629285,9.19E+18,2.61E+18
262,262,BHR.4_1,BHR,Bahrain,Northern,8458629,0.745201637,2.30E+19,7.87E+18
263,263,BHR.5_1,BHR,Bahrain,Southern,1095913,0.783734318,3.14E+18,8.65E+17
264,264,BHS.1_1,BHS,Bahamas,Acklins,418091,0.509081401,7.77E+17,7.49E+17
265,265,BHS.2_1,BHS,Bahamas,Berry Islands,8503244,0.794200354,2.46E+19,6.39E+18
266,266,BHS.3_1,BHS,Bahamas,Biminis,2771872,0.992727199,1.00E+19,7.36E+16
